File Name, Data Type, RAxML Model, Baliphy Model
BALBS569.faa,Amino-Acids,VT,WAG
BALBS570.faa,Amino-Acids,LG,LG
BALBS571.faa,Amino-Acids,LG,LG
BALBS572.faa,Amino-Acids,LG,LG
BALBS573.faa,Amino-Acids,LGF,LG
BALBS574.faa,Amino-Acids,LG,LG
BALBS575.faa,Amino-Acids,WAGF,WAG
BALBS576.faa,Amino-Acids,LG,LG
BALBS577.faa,Amino-Acids,LGF,WAG
BALBS578.faa,Amino-Acids,LG,LG
BALBS579.faa,Amino-Acids,LG,LG
BALBS580.faa,Amino-Acids,LG,LG
BALBS581.faa,Amino-Acids,LG,LG
BALBS582.faa,Amino-Acids,WAG,WAG
BALBS583.faa,Amino-Acids,BLOSUM62,LG
BALBS584.faa,Amino-Acids,BLOSUM62,LG
BALBS585.faa,Amino-Acids,WAG,WAG
BALBS586.faa,Amino-Acids,LG,LG
BALBS587.faa,Amino-Acids,WAGF,WAG
BALBS588.faa,Amino-Acids,LG,LG
BALBS589.faa,Amino-Acids,LG,LG
BALBS590.faa,Amino-Acids,LG,LG
BALBS591.faa,Amino-Acids,LGF,LG
BALBS592.faa,Amino-Acids,BLOSUM62,LG
BALBS593.faa,Amino-Acids,LG,LG
BALBS594.faa,Amino-Acids,WAG,WAG
BALBS595.faa,Amino-Acids,LGF,WAG
BALBS596.faa,Amino-Acids,LGF,LG
BALBS597.faa,Amino-Acids,WAG,WAG
BALBS598.faa,Amino-Acids,LGF,LG
BALBS599.faa,Amino-Acids,LG,LG
BALBS600.faa,Amino-Acids,VTF,LG
BALBS601.faa,Amino-Acids,WAG,WAG
BALBS602.faa,Amino-Acids,LGF,LG
BALBS603.faa,Amino-Acids,LGF,LG
BALBS604.faa,Amino-Acids,LG,LG
BALBS605.faa,Amino-Acids,LGF,LG
BALBS606.faa,Amino-Acids,LGF,LG
BALBS607.faa,Amino-Acids,JTTF,JTT
BALBS608.faa,Amino-Acids,JTTF,JTT
BALBS609.faa,Amino-Acids,JTTF,JTT
BALBS610.faa,Amino-Acids,LGF,LG
BALBS611.faa,Amino-Acids,LGF,LG
BALBS612.faa,Amino-Acids,LGF,LG
BALBS613.faa,Amino-Acids,JTTF,JTT
BALBS614.faa,Amino-Acids,MTZOAF,JTT
BALBS615.faa,Amino-Acids,LGF,LG
BALBS616.faa,Amino-Acids,JTTF,JTT
BALBS617.faa,Amino-Acids,LG,LG
BALBS618.faa,Amino-Acids,RTREVF,LG
BALBS619.faa,Amino-Acids,LGF,WAG
BALBS620.faa,Amino-Acids,LG,LG
BALBS621.faa,Amino-Acids,JTT,JTT
BALBS622.faa,Amino-Acids,DAYHOFFF,JTT
BALBS623.faa,Amino-Acids,LGF,WAG
BALBS624.faa,Amino-Acids,RTREVF,LG
BALBS625.faa,Amino-Acids,JTTF,JTT
BALBS626.faa,Amino-Acids,LGF,JTT
BALBS627.faa,Amino-Acids,RTREVF,LG
BALBS628.faa,Amino-Acids,LGF,WAG
BALBS629.faa,Amino-Acids,WAGF,LG
BALBS630.faa,Amino-Acids,FLUF,JTT
BALBS631.faa,Amino-Acids,LGF,WAG
BALBS632.faa,Amino-Acids,HIVBF,JTT
BALBS633.faa,Amino-Acids,JTT,JTT
BALBS634.faa,Amino-Acids,LGF,LG
BALBS635.faa,Amino-Acids,PMBF,WAG
BALBS636.faa,Amino-Acids,LGF,LG
BALBS637.faa,Amino-Acids,LGF,LG
BALBS638.faa,Amino-Acids,WAGF,JTT
BALBS639.faa,Amino-Acids,JTTF,JTT
BALBS640.faa,Amino-Acids,RTREVF,LG
BALBS641.faa,Amino-Acids,VTF,WAG
BALBS642.faa,Amino-Acids,WAGF,WAG
BALBS643.faa,Amino-Acids,JTTF,JTT
BALBS644.faa,Amino-Acids,LGF,WAG
BALBS645.faa,Amino-Acids,LGF,WAG
BALBS646.faa,Amino-Acids,LGF,JTT
BALBS647.faa,Amino-Acids,LGF,JTT
BALBS648.faa,Amino-Acids,LGF,LG
BALBS649.faa,Amino-Acids,WAGF,JTT
BALBS650.faa,Amino-Acids,RTREVF,WAG
BALBS651.faa,Amino-Acids,LGF,LG
BALBS652.faa,Amino-Acids,LG,LG
BALBS653.faa,Amino-Acids,RTREVF,WAG
BALBS654.faa,Amino-Acids,JTT,JTT
BALBS655.faa,Amino-Acids,LGF,LG
BALBS656.faa,Amino-Acids,LGF,WAG
BALBS657.faa,Amino-Acids,VTF,JTT
BALBS658.faa,Amino-Acids,FLUF,WAG
BALBS659.faa,Amino-Acids,HIVWF,JTT
BALBS660.faa,Amino-Acids,JTTDCMUTF,JTT
BALBS661.faa,Amino-Acids,LGF,WAG
BALBS662.faa,Amino-Acids,JTTF,JTT
BALBS663.faa,Amino-Acids,LGF,WAG
BALBS664.faa,Amino-Acids,JTTF,JTT
BALBS665.faa,Amino-Acids,LGF,JTT
BALBS666.faa,Amino-Acids,LGF,WAG
BALBS667.faa,Amino-Acids,RTREVF,LG
BALBS668.faa,Amino-Acids,LGF,JTT
BALBS669.faa,Amino-Acids,LGF,LG
BALBS670.faa,Amino-Acids,LGF,JTT
BALBS671.faa,Amino-Acids,WAGF,WAG
BALBS672.faa,Amino-Acids,LG,LG
BALBS673.faa,Amino-Acids,LGF,LG
BALBS674.faa,Amino-Acids,LGF,LG
BALBS675.faa,Amino-Acids,BLOSUM62F,LG
BALBS676.faa,Amino-Acids,BLOSUM62,LG
BALBS677.faa,Amino-Acids,BLOSUM62F,LG
BALBS678.faa,Amino-Acids,VT,LG
BALBS679.faa,Amino-Acids,VT,WAG
BALBS680.faa,Amino-Acids,BLOSUM62F,WAG
BALBS681.faa,Amino-Acids,LG,LG
BALBS682.faa,Amino-Acids,LG,LG
BALBS683.faa,Amino-Acids,RTREVF,LG
BALBS684.faa,Amino-Acids,MTREVF,LG
BALBS685.faa,Amino-Acids,MTZOAF,LG
BALBS686.faa,Amino-Acids,LGF,LG
BALBS687.faa,Amino-Acids,LG,LG
BALBS688.faa,Amino-Acids,WAGF,WAG
BALBS689.faa,Amino-Acids,WAGF,WAG
BALBS690.faa,Amino-Acids,LGF,LG
BALBS691.faa,Amino-Acids,LG,LG
BALBS692.faa,Amino-Acids,LGF,LG
BALBS693.faa,Amino-Acids,LGF,LG
BALBS694.faa,Amino-Acids,LG,LG
BALBS695.faa,Amino-Acids,LGF,LG
BALBS696.faa,Amino-Acids,LGF,LG
BALBS697.faa,Amino-Acids,LG,LG
BALBS698.faa,Amino-Acids,LG,LG
BALBS699.faa,Amino-Acids,LG,LG
BALBS700.faa,Amino-Acids,VTF,LG
BALBS701.faa,Amino-Acids,LGF,LG
BALBS702.faa,Amino-Acids,VTF,LG
BALBS703.faa,Amino-Acids,WAGF,WAG
BALBS704.faa,Amino-Acids,JTTDCMUT,JTT
BALBS705.faa,Amino-Acids,WAG,WAG
BALBS706.faa,Amino-Acids,WAG,WAG
BALBS707.faa,Amino-Acids,LG,LG
BALBS708.faa,Amino-Acids,LG,LG
BALBS709.faa,Amino-Acids,LG,LG
BALBS710.faa,Amino-Acids,WAGF,WAG
BALBS711.faa,Amino-Acids,WAGF,WAG
BALBS712.faa,Amino-Acids,VT,WAG
BALBS713.faa,Amino-Acids,RTREV,LG
BALBS714.faa,Amino-Acids,LGF,LG
BALBS715.faa,Amino-Acids,FLU,WAG
BALBS716.faa,Amino-Acids,LGF,LG
BALBS717.faa,Amino-Acids,LG,LG
BALBS718.faa,Amino-Acids,LG,LG
BALBS719.faa,Amino-Acids,LG,LG
BALBS720.faa,Amino-Acids,LG,LG
BALBS721.faa,Amino-Acids,BLOSUM62F,LG
BALBS722.faa,Amino-Acids,RTREVF,LG
BALBS723.faa,Amino-Acids,LGF,JTT
BALBS724.faa,Amino-Acids,LG,LG
BALBS725.faa,Amino-Acids,LGF,WAG
BALBS726.faa,Amino-Acids,LGF,LG
BALBS727.faa,Amino-Acids,LGF,LG
BALBS728.faa,Amino-Acids,LGF,LG
BALBS729.faa,Amino-Acids,LGF,WAG
BALBS730.faa,Amino-Acids,LGF,WAG
BALBS731.faa,Amino-Acids,LGF,WAG
BALBS732.faa,Amino-Acids,JTTF,JTT
BALBS733.faa,Amino-Acids,RTREV,LG
BALBS734.faa,Amino-Acids,LGF,WAG
BALBS735.faa,Amino-Acids,LGF,LG
BALBS736.faa,Amino-Acids,RTREV,LG
BALBS737.faa,Amino-Acids,PMBF,WAG
BALBS738.faa,Amino-Acids,WAG,WAG
BALBS739.faa,Amino-Acids,WAGF,WAG
BALBS740.faa,Amino-Acids,VT,LG
BALBS741.faa,Amino-Acids,WAGF,WAG
BALBS742.faa,Amino-Acids,VT,WAG
BALBS743.faa,Amino-Acids,LG,LG
BALBS744.faa,Amino-Acids,LGF,LG
BALBS745.faa,Amino-Acids,LG,LG
BALBS746.faa,Amino-Acids,BLOSUM62F,WAG
BALBS747.faa,Amino-Acids,PMB,WAG
BALBS748.faa,Amino-Acids,PMBF,WAG
BALBS749.faa,Amino-Acids,LG,LG
BALBS750.faa,Amino-Acids,BLOSUM62F,WAG
BALBS751.faa,Amino-Acids,BLOSUM62,WAG
